Case_ID,Date_Reported,Region,Country,Pollutant_Type,Total_Concentration_mg_kg,Bioavailable_Concentration_mg_kg,Soil_pH,Soil_Texture,Soil_Organic_Matter_%,CEC_meq_100g,Temperature_C,Humidity_%,Rainfall_mm,Crop_Type,Farming_Practice,Nearby_Industry,Distance_from_Source_km,Years_Since_Contamination,Water_Source_Type,Disease_Type,Disease_Severity,Health_Symptoms,Age_Group_Affected,Gender_Most_Affected,Mitigation_Measure,Case_Resolved,Follow_Up_Required
CASE_100550,7/20/2024,South America,Venezuela,Cadmium,4.5,0.36,5.02,Loamy,5.02,12,36.8,63.2,542.1,Barley,Integrated,Agriculture,2.63,20,Irrigation Canal,Respiratory Issues,Mild,Breathing Difficulty,Adults,Male,Community Awareness,Yes,Yes
CASE_100551,4/6/2023,South America,Colombia,Arsenic,12.57,0.78,5.61,Clay,3.35,30,15.4,20.7,848.3,Soybean,Organic,None,0,0,Borehole,Skin Disease,Mild,Numbness,Children,Male,Crop Rotation,No,Yes
CASE_100552,8/4/2024,South America,Venezuela,Chromium,898.91,43.69,5.45,Silty,5.39,16,27.8,85.1,783.1,Vegetables,Integrated,Tannery,0.32,38,Well,Cancer,Mild,Skin Ulcers,Children,Female,Chemical Neutralization,Yes,Yes
CASE_100553,9/18/2025,North America,Mexico,Arsenic,136.33,15.7,7.4,Silty,2.6,16,33.5,38.6,548.1,Vegetables,Organic,Smelting,1.04,31,Rainwater,Skin Disease,Moderate,Numbness,Children,Male,Soil Remediation,No,Yes
CASE_100554,11/27/2024,South America,Brazil,Cadmium,31.84,2.09,6.69,Loamy,3.87,12,15.9,75.2,251.7,Potato,Conventional,Mining,1.81,29,Well,Bone Disease,Moderate,Breathing Difficulty,Children,Male,Chemical Neutralization,No,Yes
CASE_100555,12/26/2023,Africa,Tanzania,Lead,1585.17,388.79,4.18,Loamy,2.37,12,44,50.8,833.7,Cotton,Conventional,E-waste,0.29,12,Well,Kidney Disease,Severe,Cognitive Impairment,Elderly,Both,Soil Remediation,No,Yes
CASE_100556,11/24/2022,Europe,Italy,Chromium,273.72,29.77,6.28,Silty,1.9,16,2.2,64.7,939.6,Corn,Permaculture,Chemical,0.5,24,Borehole,Skin Disease,Mild,Dermatitis,Children,Male,None,Yes,Yes
CASE_100557,6/30/2024,North America,Mexico,Mercury,20.9,3.14,4.31,Clay,2.8,30,2.5,34.9,547.8,Soybean,Conventional,Battery,0.19,39,Irrigation Canal,Developmental Disorder,Severe,Coordination Problems,Adults,Male,Chemical Neutralization,No,Yes
CASE_100558,1/11/2023,Asia,Japan,Cadmium,0.66,0.01,5.99,Clay,5.72,30,10,41.7,515.6,Wheat,Permaculture,None,0,0,Borehole,None Detected,None,None,Elderly,Both,Government Regulation,No,Yes
CASE_100559,8/26/2024,Africa,Egypt,Mercury,16.14,0.54,4.89,Silty,5.89,16,37,38.1,381.6,Barley,Permaculture,E-waste,0.34,12,Rainwater,Kidney Disease,Moderate,Vision Problems,Children,Both,Soil Remediation,Yes,Yes
CASE_100560,5/30/2025,Europe,Czech Republic,Cadmium,0.45,0.04,5.06,Clay,3.9,30,17.7,78.3,1058.3,Cotton,Permaculture,None,0,0,Rainwater,None Detected,None,None,Elderly,Female,Phytoremediation,Yes,Yes
CASE_100561,2/8/2024,Africa,Egypt,Cadmium,59.49,21.81,6.35,Sandy,0.52,4,18.2,72,1219.5,Potato,Permaculture,E-waste,0.14,15,Rainwater,Cancer,Severe,Protein in Urine,Adults,Female,Chemical Neutralization,No,Yes
CASE_100562,11/12/2023,Africa,Egypt,Arsenic,110.45,6.57,7.1,Loamy,4.77,12,44.5,36.9,1094.8,Potato,Conventional,Mining,2.13,29,Lake,Skin Disease,Mild,Numbness,Elderly,Male,Soil Remediation,Yes,Yes
CASE_100563,4/20/2024,Asia,Indonesia,Cadmium,16.55,2.33,4.54,Silty,3.63,16,28.2,86.7,1160.1,Cotton,Integrated,Smelting,4.29,13,River,Bone Disease,Moderate,Joint Pain,Elderly,Female,Soil Remediation,No,Yes
CASE_100564,7/28/2024,Africa,Tanzania,Chromium,51.12,0.73,6.7,Clay,5.79,30,7,37.5,300.3,Rice,Permaculture,None,0,0,Borehole,Respiratory Issues,Mild,Nasal Irritation,Elderly,Male,Chemical Neutralization,Yes,No
CASE_100565,2/7/2025,South America,Colombia,Arsenic,40.86,3.06,5.95,Clay,2.8,30,39.7,73.1,306.2,Wheat,Integrated,Agriculture,0.85,30,River,Diabetes,Mild,Hyperpigmentation,Adults,Female,Government Regulation,Yes,No
CASE_100566,2/7/2025,South America,Argentina,Chromium,1621.39,25.14,6.04,Clay,5.86,30,28.1,68.5,658.4,Potato,Organic,Tannery,0.05,1,Rainwater,Cancer,Mild,Rash,Adults,Female,Phytoremediation,Yes,Yes
CASE_100567,5/9/2023,Europe,Spain,Arsenic,22.4,0.53,4.93,Clay,5.27,30,24.2,79.6,363.4,Soybean,Permaculture,Agriculture,0.93,39,Well,Diabetes,Mild,Hyperpigmentation,Elderly,Female,Soil Remediation,No,Yes
CASE_100568,12/11/2022,Australia,New Zealand,Lead,435.42,9.96,8.24,Loamy,4.42,12,38.1,67,54.4,Barley,Conventional,Mining,3.76,7,River,Developmental Disorder,Mild,Abdominal Pain,Children,Male,Chemical Neutralization,No,Yes
CASE_100569,3/15/2023,Asia,Thailand,Lead,671.78,163.91,6.35,Sandy,2.59,4,9.5,75.2,586.4,Potato,Permaculture,Mining,1.65,34,Rainwater,Neurological Disorder,Severe,Fatigue,Children,Both,Chemical Neutralization,No,Yes
CASE_100570,4/24/2023,Australia,Australia,Lead,2967.56,766.99,4.73,Loamy,1.61,12,34,82.7,1469.3,Barley,Organic,Battery,0.23,14,River,Anemia,Severe,Memory Loss,Adults,Male,Government Regulation,No,Yes
CASE_100571,4/8/2024,Africa,Kenya,Lead,486.52,41.27,6.07,Clay,2.24,30,38.1,72.6,281,Soybean,Integrated,Mining,1.95,10,Irrigation Canal,Developmental Disorder,Moderate,Cognitive Impairment,Elderly,Both,Soil Remediation,Yes,Yes
CASE_100572,12/30/2024,Australia,New Zealand,Chromium,999.16,33.8,4,Clay,5.85,30,26,25,1467.1,Corn,Permaculture,Tannery,0.52,20,Borehole,Respiratory Issues,Mild,Rash,Adults,Male,Government Regulation,Yes,Yes
CASE_100573,9/20/2024,Africa,Ethiopia,Cadmium,50.62,2.38,7.46,Loamy,2.71,12,10,69.2,347.8,Wheat,Integrated,E-waste,0.49,5,Well,Respiratory Issues,Moderate,Protein in Urine,Children,Female,Chemical Neutralization,No,Yes
CASE_100574,4/13/2023,South America,Brazil,Arsenic,251.27,2.51,4,Clay,6.02,30,14.8,51.6,1038.8,Potato,Permaculture,Chemical,1.93,5,Well,Skin Disease,Mild,Skin Lesions,Adults,Female,Soil Remediation,Yes,No
CASE_100575,4/27/2025,North America,Canada,Cadmium,38.51,4.09,7,Loamy,1.72,12,15.3,45.7,746.5,Barley,Organic,Mining,1.43,36,Rainwater,Bone Disease,Moderate,Bone Pain,Adults,Male,Community Awareness,No,Yes
CASE_100576,5/28/2023,Europe,Italy,Lead,358.25,17.09,7.85,Loamy,2.35,12,2,64.1,1040.3,Rice,Integrated,Mining,2.55,26,River,Kidney Disease,Moderate,Fatigue,Children,Both,Soil Remediation,Yes,Yes
CASE_100577,10/17/2025,Australia,Australia,Mercury,0.15,0.02,7.47,Sandy,1.32,4,28.9,40.6,331.9,Barley,Conventional,None,0,0,Irrigation Canal,Neurological Disorder,Mild,Memory Loss,Children,Female,Chemical Neutralization,Yes,Yes
CASE_100578,1/4/2023,North America,USA,Cadmium,0.72,0.03,6.76,Silty,4.81,16,20.3,75.6,875.2,Wheat,Organic,None,0,0,Well,None Detected,None,None,Elderly,Male,Soil Remediation,No,Yes
CASE_100579,2/10/2024,Asia,South Korea,Chromium,1344.43,29.95,6.18,Loamy,5.83,12,12.4,27.9,1635.1,Vegetables,Conventional,Tannery,0.28,13,River,Skin Disease,Mild,Breathing Difficulty,Children,Female,Chemical Neutralization,Yes,No
CASE_100580,1/30/2023,Asia,Vietnam,Arsenic,46.28,13.33,6.74,Sandy,2.59,4,34.9,83.8,608,Cotton,Integrated,Smelting,2.63,15,Well,Cancer,Moderate,Weakness,Children,Female,Community Awareness,No,Yes
CASE_100581,3/7/2023,Asia,Indonesia,Arsenic,27.43,1.33,5.01,Loamy,4.7,12,14.4,57.1,1833.9,Wheat,Integrated,Agriculture,0.28,37,Borehole,Diabetes,Mild,Hyperpigmentation,Elderly,Female,Chemical Neutralization,No,Yes
CASE_100582,7/8/2024,Asia,South Korea,Arsenic,71.73,0.89,5.62,Clay,7.47,30,30.8,37.5,355.7,Soybean,Conventional,Mining,2.14,38,River,Skin Disease,Mild,Numbness,Children,Male,Crop Rotation,No,Yes
CASE_100583,1/15/2024,South America,Brazil,Arsenic,85.66,0.86,4.03,Clay,7.9,30,16.8,46.6,764.6,Soybean,Organic,Mining,1.97,24,Rainwater,Skin Disease,Mild,Hyperpigmentation,Children,Both,Community Awareness,No,Yes
CASE_100584,8/20/2024,Europe,Italy,Chromium,1428.42,117.8,5.8,Clay,2.62,30,31.7,32.7,1168.3,Rice,Organic,Tannery,0.12,3,River,Kidney Disease,Mild,Dermatitis,Adults,Male,Community Awareness,Yes,Yes
CASE_100585,3/6/2025,South America,Peru,Mercury,8.91,0.78,5.61,Clay,2.56,30,9.2,51.7,995.6,Rice,Conventional,E-waste,0.37,12,Rainwater,Neurological Disorder,Moderate,Tremors,Children,Both,Chemical Neutralization,Yes,Yes
CASE_100586,4/13/2024,Asia,Pakistan,Cadmium,5.76,1.22,5.3,Loamy,1.94,12,41.9,81.6,740.4,Vegetables,Permaculture,Agriculture,0.59,14,Lake,Bone Disease,Mild,Bone Pain,Children,Female,Chemical Neutralization,Yes,No
CASE_100587,1/19/2023,South America,Peru,Arsenic,15.24,0.97,6.7,Loamy,4.55,12,30.1,40,239,Barley,Conventional,None,0,0,Lake,Diabetes,Mild,Hyperpigmentation,Adults,Female,Government Regulation,No,Yes
CASE_100588,10/1/2023,South America,Venezuela,Mercury,13.8,0.17,6.26,Clay,7.95,30,32.7,70.6,1180,Vegetables,Permaculture,Chemical,1.64,10,Well,Kidney Disease,Mild,Vision Problems,Adults,Both,Chemical Neutralization,Yes,No
CASE_100589,2/16/2023,North America,Canada,Mercury,18.6,0.51,5.32,Clay,5.78,30,15.3,43.3,962.1,Potato,Organic,Chemical,1.36,25,Borehole,Neurological Disorder,Moderate,Memory Loss,Children,Male,Soil Remediation,No,Yes
CASE_100590,12/21/2024,North America,Canada,Mercury,0.29,0,7.19,Silty,5.71,16,6.1,85.6,937.4,Barley,Integrated,None,0,0,Borehole,None Detected,None,None,Elderly,Male,Soil Remediation,No,Yes
CASE_100591,7/1/2024,Europe,Romania,Chromium,74.73,6.53,6.41,Silty,2.71,16,22.2,74.1,457.2,Barley,Integrated,None,0,0,Borehole,None Detected,None,None,Children,Female,Crop Rotation,No,Yes
CASE_100592,12/23/2024,Europe,Czech Republic,Cadmium,32.2,11.5,6.23,Sandy,0.87,4,8.2,68.9,605.2,Corn,Integrated,Mining,2.09,24,Irrigation Canal,Bone Disease,Severe,Breathing Difficulty,Adults,Male,Government Regulation,No,Yes
CASE_100593,2/27/2024,Asia,India,Cadmium,5.93,0.06,6.99,Clay,8,30,15.6,69.7,1932.6,Soybean,Permaculture,Agriculture,0.64,25,River,Respiratory Issues,Mild,Breathing Difficulty,Adults,Both,Community Awareness,No,Yes
CASE_100594,11/15/2025,Australia,New Zealand,Arsenic,45.01,11.16,6.21,Sandy,2.94,4,11.5,42.5,69.1,Cotton,Organic,Agriculture,0.54,6,Borehole,Cardiovascular Disease,Mild,Skin Lesions,Adults,Male,None,No,Yes
CASE_100595,5/11/2023,Asia,India,Arsenic,29.48,1.87,5.02,Clay,3,30,37.8,41.1,186.6,Vegetables,Organic,Agriculture,2.28,27,River,Cancer,Mild,Hyperpigmentation,Adults,Male,Government Regulation,Yes,Yes
CASE_100596,3/8/2025,South America,Argentina,Lead,179.79,24.19,5.22,Loamy,3.74,12,22.8,73.1,931.9,Cotton,Permaculture,Smelting,6.09,4,Rainwater,Neurological Disorder,Mild,Fatigue,Adults,Male,Phytoremediation,Yes,No
CASE_100597,10/11/2023,Africa,Nigeria,Chromium,1202.85,23.24,5.94,Loamy,5.98,12,37.6,52.4,1255.7,Wheat,Conventional,Tannery,0.3,38,Well,Skin Disease,Mild,Rash,Adults,Male,Soil Remediation,Yes,Yes
CASE_100598,8/25/2023,South America,Colombia,Mercury,0.27,0.04,4.03,Silty,4.18,16,21.4,65.3,830,Barley,Integrated,None,0,0,Irrigation Canal,None Detected,None,None,Children,Female,Phytoremediation,Yes,No
CASE_100599,11/28/2022,North America,Mexico,Lead,795.49,78.16,6.19,Silty,2.45,16,11.2,58,362.5,Rice,Permaculture,Mining,1.04,23,Borehole,Kidney Disease,Severe,Headache,Children,Both,Soil Remediation,No,Yes
CASE_100600,8/17/2025,Africa,Ethiopia,Arsenic,19.07,2.3,5.69,Silty,1.54,16,28.5,54.2,921.6,Barley,Permaculture,Agriculture,1.09,16,Borehole,Skin Disease,Mild,Numbness,Children,Male,Crop Rotation,No,Yes
CASE_100601,12/19/2022,Australia,New Zealand,Arsenic,29.23,0.35,5.31,Clay,6.88,30,13.4,37.8,380.5,Wheat,Integrated,Agriculture,1.35,15,Rainwater,Skin Disease,Mild,Weakness,Adults,Female,Community Awareness,Yes,Yes
CASE_100602,9/11/2024,South America,Venezuela,Lead,1647.1,23.09,5.66,Clay,6.02,30,24.5,35.3,826.8,Cotton,Permaculture,E-waste,0.58,9,Well,Neurological Disorder,Mild,Cognitive Impairment,Elderly,Both,Community Awareness,Yes,Yes
CASE_100603,5/17/2025,Europe,Poland,Arsenic,150.91,12.88,7.75,Loamy,4.14,12,6.7,54.8,445.8,Vegetables,Integrated,Mining,0.33,2,River,Cardiovascular Disease,Mild,Weakness,Elderly,Both,Soil Remediation,Yes,No
CASE_100604,12/23/2023,Australia,New Zealand,Arsenic,13,3.18,5.95,Sandy,2.88,4,30.3,60.7,455.3,Vegetables,Permaculture,None,0,0,River,Cardiovascular Disease,Mild,Skin Lesions,Children,Female,Soil Remediation,Yes,Yes
CASE_100605,3/5/2025,Australia,Australia,Cadmium,4.62,0.3,5.4,Silty,5,16,11.6,50.5,556.7,Vegetables,Conventional,Agriculture,1.67,8,Lake,Bone Disease,Mild,Protein in Urine,Children,Female,Phytoremediation,No,Yes
CASE_100606,4/30/2023,South America,Venezuela,Arsenic,45.8,19.27,6.85,Sandy,0.77,4,12,68.6,445.5,Rice,Permaculture,Agriculture,0.47,15,Lake,Cardiovascular Disease,Severe,Hyperpigmentation,Children,Female,Government Regulation,No,Yes
CASE_100607,7/21/2025,Europe,Italy,Arsenic,103.84,3.41,7.5,Silty,5.52,16,11.6,38.6,1188,Wheat,Integrated,Mining,0.39,3,Borehole,Diabetes,Mild,Hyperpigmentation,Elderly,Female,Phytoremediation,No,Yes
CASE_100608,12/27/2024,Africa,Kenya,Cadmium,0.41,0.01,7.67,Loamy,4.58,12,14.6,41.1,252.6,Rice,Organic,None,0,0,Rainwater,None Detected,None,None,Elderly,Both,None,No,Yes
CASE_100609,9/4/2023,Asia,Indonesia,Cadmium,97.45,9.41,5.69,Clay,2.04,30,38,31,361.3,Vegetables,Permaculture,Battery,0.08,28,Well,Respiratory Issues,Severe,Breathing Difficulty,Elderly,Both,Soil Remediation,No,Yes
CASE_100610,9/15/2024,Asia,Pakistan,Chromium,1527.24,776.56,4.71,Sandy,2.42,4,21,91,842.6,Barley,Organic,Tannery,0.23,38,River,Cancer,Severe,Nasal Irritation,Children,Female,Soil Remediation,No,Yes
CASE_100611,11/16/2024,Europe,UK,Cadmium,10.82,1.12,6.47,Silty,1.89,16,28.9,79.3,400.9,Corn,Permaculture,Agriculture,0.28,1,Rainwater,Bone Disease,Mild,Fatigue,Elderly,Male,Phytoremediation,No,Yes
CASE_100612,2/22/2023,Asia,India,Chromium,77.14,6.25,6.61,Silty,2.8,16,7,31.2,1098.3,Vegetables,Organic,None,0,0,Borehole,Cancer,Mild,Dermatitis,Elderly,Male,Soil Remediation,Yes,No
CASE_100613,3/14/2025,Africa,Ethiopia,Cadmium,4.14,0.05,6.31,Clay,6.94,30,26.7,54.5,304.4,Vegetables,Integrated,Agriculture,1.27,12,Borehole,Cancer,Mild,Breathing Difficulty,Elderly,Male,Soil Remediation,Yes,Yes
CASE_100614,6/14/2023,North America,Mexico,Cadmium,4.35,0.43,5.43,Loamy,4.42,12,30.5,66,357.2,Barley,Integrated,Agriculture,1.73,33,Borehole,Kidney Disease,Mild,Joint Pain,Elderly,Male,Government Regulation,No,Yes
CASE_100615,2/22/2023,Africa,Ghana,Cadmium,27.4,9.32,6.23,Sandy,1.13,4,37.7,93.4,306.1,Corn,Permaculture,Mining,2.69,21,Borehole,Cancer,Severe,Joint Pain,Children,Both,Government Regulation,No,Yes
CASE_100616,2/14/2024,Asia,Indonesia,Cadmium,0.66,0.1,7.8,Sandy,0.83,4,26.8,26.7,865.1,Wheat,Organic,None,0,0,Irrigation Canal,None Detected,None,None,Elderly,Both,Government Regulation,No,Yes
CASE_100617,11/18/2025,Asia,China,Lead,630.52,84.41,5.79,Loamy,2.08,12,9,66.7,744.3,Cotton,Conventional,Mining,1.93,14,Well,Anemia,Moderate,Abdominal Pain,Elderly,Both,Chemical Neutralization,No,Yes
CASE_100618,1/8/2023,Europe,Italy,Cadmium,43.08,2.19,7.1,Silty,2.07,16,20.8,29.5,627.5,Barley,Organic,Mining,1.03,34,Irrigation Canal,Respiratory Issues,Moderate,Joint Pain,Adults,Female,Community Awareness,No,Yes
CASE_100619,4/29/2024,Europe,Poland,Cadmium,8.08,0.29,7.22,Loamy,3.78,12,32.8,58.5,1150.3,Soybean,Organic,Agriculture,1.17,3,Lake,Bone Disease,Mild,Joint Pain,Children,Both,Chemical Neutralization,No,Yes
CASE_100620,5/16/2024,Europe,Romania,Arsenic,54.29,1.45,4,Silty,5.24,16,11.7,56.9,772.8,Corn,Permaculture,Mining,4.16,17,Rainwater,Cardiovascular Disease,Mild,Weakness,Children,Both,Chemical Neutralization,Yes,Yes
CASE_100621,7/6/2025,Australia,Australia,Arsenic,18.79,0.46,5.93,Loamy,5.77,12,11.8,54.6,191.2,Potato,Permaculture,Agriculture,2.26,37,Rainwater,Cancer,Mild,Skin Lesions,Children,Female,Soil Remediation,Yes,No
CASE_100622,11/24/2024,Africa,Ethiopia,Lead,600.3,105.23,4.25,Silty,3.1,16,43.6,48.3,162.4,Soybean,Integrated,Mining,1.37,22,Well,Kidney Disease,Severe,Cognitive Impairment,Children,Male,Soil Remediation,No,Yes
CASE_100623,9/13/2023,South America,Venezuela,Lead,20.22,0.27,5.94,Clay,6.56,30,33.4,21.6,618.9,Potato,Integrated,None,0,0,Irrigation Canal,None Detected,None,None,Children,Male,Chemical Neutralization,No,Yes
CASE_100624,8/2/2025,Europe,Spain,Mercury,0.15,0,5.06,Clay,6.66,30,19.7,35.4,942,Corn,Integrated,None,0,0,Well,Developmental Disorder,Mild,Memory Loss,Adults,Male,Government Regulation,No,Yes
CASE_100625,5/24/2025,Australia,New Zealand,Arsenic,19.39,1.62,6.83,Clay,2.76,30,24.7,26.1,535.2,Potato,Permaculture,Agriculture,1.68,16,Irrigation Canal,Cardiovascular Disease,Mild,Weakness,Adults,Both,Crop Rotation,Yes,No
CASE_100626,1/12/2023,Africa,Egypt,Cadmium,5.52,1.55,6.44,Sandy,1.86,4,33.1,69.4,593.6,Wheat,Organic,Agriculture,1.14,6,Irrigation Canal,Kidney Disease,Mild,Breathing Difficulty,Children,Both,Government Regulation,Yes,No
CASE_100627,12/3/2022,Australia,Australia,Arsenic,187.27,59.35,5.97,Sandy,1.77,4,11.1,41.4,751.2,Soybean,Conventional,Chemical,1.64,33,Borehole,Cardiovascular Disease,Severe,Hyperpigmentation,Adults,Both,Government Regulation,No,Yes
CASE_100628,6/25/2024,Australia,Australia,Cadmium,4.67,0.57,6.28,Loamy,1.96,12,42.3,67.8,1262.2,Corn,Integrated,Agriculture,2.27,11,Well,Cancer,Mild,Protein in Urine,Adults,Male,Phytoremediation,Yes,No
CASE_100629,12/29/2022,South America,Brazil,Chromium,1295.77,154.67,5.05,Silty,3.81,16,30,91,779.8,Soybean,Conventional,Tannery,0.04,31,River,Cancer,Moderate,Dermatitis,Elderly,Female,Crop Rotation,No,Yes
CASE_100630,11/2/2024,Asia,Thailand,Lead,14.39,0.34,6.68,Clay,5.24,30,7.5,34.1,113.3,Potato,Conventional,None,0,0,Irrigation Canal,None Detected,None,None,Children,Male,Soil Remediation,No,Yes
CASE_100631,6/24/2024,North America,Canada,Lead,435.13,26.48,6.07,Clay,3.49,30,8.9,56.7,607.4,Wheat,Organic,Mining,2.43,28,Rainwater,Developmental Disorder,Moderate,Headache,Children,Male,Crop Rotation,No,Yes
CASE_100632,6/14/2023,Europe,Czech Republic,Cadmium,87.23,5.07,5.08,Silty,5.26,16,18.4,62.1,370.8,Corn,Integrated,Battery,0.07,20,Well,Cancer,Severe,Bone Pain,Adults,Male,Chemical Neutralization,No,Yes
CASE_100633,3/13/2023,Asia,South Korea,Lead,20.38,1.55,5.59,Loamy,4.17,12,9.7,92.8,92.9,Soybean,Integrated,None,0,0,Well,None Detected,None,None,Children,Female,Soil Remediation,Yes,Yes
CASE_100634,3/5/2025,Australia,New Zealand,Cadmium,36.04,1.2,7.17,Clay,2.87,30,30.7,78.7,563.1,Potato,Permaculture,Mining,1.34,32,Irrigation Canal,Cancer,Moderate,Bone Pain,Elderly,Male,Soil Remediation,Yes,Yes
CASE_100635,2/27/2023,Europe,Spain,Mercury,14.21,3.73,5.81,Sandy,2.8,4,3.2,91.1,458.6,Potato,Permaculture,E-waste,0.12,16,Irrigation Canal,Kidney Disease,Severe,Mood Changes,Adults,Female,Chemical Neutralization,No,Yes
CASE_100636,10/28/2024,Asia,Vietnam,Lead,110.2,13.91,6.08,Loamy,2.05,12,19,78,1616.2,Cotton,Conventional,Smelting,6.86,10,Lake,Kidney Disease,Mild,Cognitive Impairment,Elderly,Male,Government Regulation,Yes,Yes
CASE_100637,10/6/2024,South America,Venezuela,Cadmium,5.45,1.62,6.84,Sandy,0.98,4,9.2,67.1,321.4,Vegetables,Conventional,Agriculture,1.51,15,Lake,Bone Disease,Moderate,Protein in Urine,Children,Male,Community Awareness,No,Yes
CASE_100638,8/5/2025,Asia,China,Mercury,16.18,0.37,6.56,Silty,5.6,16,12,48.4,1694.1,Soybean,Organic,Battery,0.23,34,Lake,Neurological Disorder,Moderate,Vision Problems,Children,Female,Crop Rotation,No,Yes
CASE_100639,9/10/2024,Africa,Nigeria,Arsenic,51.78,2.75,7.86,Silty,4.91,16,11.7,79.8,1164.1,Potato,Conventional,Smelting,4.04,18,River,Skin Disease,Mild,Skin Lesions,Children,Both,Crop Rotation,No,Yes
CASE_100640,2/25/2025,Africa,Egypt,Chromium,1089.65,686.14,5.39,Sandy,0.55,4,27,66.5,1096.2,Barley,Integrated,Tannery,0.47,39,Borehole,Skin Disease,Severe,Skin Ulcers,Adults,Both,Soil Remediation,No,Yes
CASE_100641,5/21/2023,Africa,South Africa,Cadmium,5.09,0.09,6.2,Silty,5.92,16,17.1,67.9,720,Soybean,Permaculture,Agriculture,0.81,24,Well,Bone Disease,Mild,Joint Pain,Children,Male,Soil Remediation,Yes,Yes
CASE_100642,6/19/2024,Asia,India,Arsenic,5.98,0.17,7.43,Silty,5.68,16,27,64.3,1322.8,Barley,Organic,None,0,0,Irrigation Canal,None Detected,None,None,Elderly,Male,Chemical Neutralization,No,Yes
CASE_100643,8/17/2025,South America,Chile,Lead,19.81,0.4,5.46,Clay,7.06,30,38.1,62.2,962.2,Vegetables,Conventional,None,0,0,Rainwater,Neurological Disorder,Mild,Fatigue,Children,Both,Phytoremediation,Yes,No
CASE_100644,9/21/2024,South America,Brazil,Arsenic,46.67,1.63,4.81,Clay,4.59,30,23.1,30.7,589.4,Wheat,Organic,Agriculture,0.4,13,Rainwater,Diabetes,Mild,Nausea,Elderly,Female,Government Regulation,No,Yes
CASE_100645,8/17/2024,Europe,Germany,Arsenic,58.9,16.5,5.91,Sandy,2.31,4,27.4,53.2,685.3,Barley,Integrated,Smelting,2.64,14,Lake,Cardiovascular Disease,Moderate,Numbness,Children,Both,Soil Remediation,Yes,Yes
CASE_100646,12/8/2023,Asia,Indonesia,Cadmium,20.86,4.23,4.11,Loamy,3.15,12,37.4,47.1,1072.3,Corn,Integrated,Smelting,3.95,3,Well,Bone Disease,Moderate,Bone Pain,Elderly,Both,Soil Remediation,Yes,Yes
CASE_100647,11/22/2024,Australia,New Zealand,Chromium,852.18,47.3,5.95,Silty,4.41,16,29.7,58.2,954.9,Cotton,Integrated,Tannery,0.07,36,Well,Skin Disease,Mild,Breathing Difficulty,Elderly,Male,Crop Rotation,No,Yes
CASE_100648,5/17/2024,Africa,Nigeria,Mercury,7.69,2.48,6.77,Sandy,0.63,4,33.7,60.4,310.1,Vegetables,Integrated,E-waste,0.52,38,Borehole,Developmental Disorder,Moderate,Memory Loss,Adults,Female,Chemical Neutralization,No,Yes
CASE_100649,2/18/2023,Europe,Romania,Cadmium,13.99,1.54,4.88,Clay,3.48,30,22.8,81.8,617.7,Corn,Permaculture,Smelting,5.88,15,Well,Bone Disease,Moderate,Protein in Urine,Adults,Male,Chemical Neutralization,Yes,Yes
CASE_100650,4/27/2025,Australia,Australia,Cadmium,5,0.27,6.93,Silty,3.83,16,27.8,89.1,581.4,Vegetables,Organic,Agriculture,0.62,2,Well,Kidney Disease,Mild,Protein in Urine,Children,Male,Government Regulation,No,Yes
CASE_100651,10/30/2025,Australia,Australia,Arsenic,18.35,5.59,5.46,Sandy,1.67,4,28.3,46.8,497.1,Wheat,Conventional,Agriculture,2.83,1,Borehole,Cancer,Mild,Hyperpigmentation,Children,Male,Phytoremediation,Yes,Yes
CASE_100652,7/27/2025,Asia,Indonesia,Cadmium,6.38,1.22,6.93,Sandy,2.92,4,29,59.8,104.3,Corn,Permaculture,Agriculture,2.28,22,Irrigation Canal,Bone Disease,Mild,Breathing Difficulty,Adults,Female,Government Regulation,Yes,Yes
CASE_100653,9/30/2025,South America,Venezuela,Lead,322.21,100.41,5.51,Sandy,2.36,4,27.6,26.6,613.7,Rice,Conventional,Smelting,2.17,35,River,Developmental Disorder,Severe,Fatigue,Children,Male,Soil Remediation,No,Yes
CASE_100654,11/18/2023,Europe,Romania,Lead,3341.6,548.6,4,Silty,3.48,16,23.9,86.2,403.5,Vegetables,Conventional,Battery,0.14,23,Borehole,Neurological Disorder,Severe,Fatigue,Children,Male,Chemical Neutralization,No,Yes
CASE_100655,7/2/2023,Asia,South Korea,Cadmium,13.38,5.64,5.08,Sandy,2.85,4,19.1,84.2,822.3,Corn,Organic,Mining,3.17,6,Rainwater,Respiratory Issues,Severe,Joint Pain,Elderly,Male,Government Regulation,No,Yes
CASE_100656,2/2/2024,Europe,Italy,Cadmium,5.52,0.08,6.53,Silty,5.95,16,2,39.7,636.1,Cotton,Permaculture,Agriculture,1.77,19,Borehole,Respiratory Issues,Mild,Fatigue,Adults,Male,None,Yes,Yes
CASE_100657,2/4/2024,Europe,Romania,Mercury,25.34,12.67,4.26,Sandy,2.85,4,18,78.1,762.1,Vegetables,Integrated,Chemical,1.31,31,River,Neurological Disorder,Severe,Memory Loss,Children,Female,Chemical Neutralization,No,Yes
